"url","text","Bracket"
https://bsky.app/profile/kohara.bsky.social/post/3lm7olm4t522y,"ご依頼で色紙を描かせていただきました！

満1歳の記念ということで…
初節句の時の衣装を着て、元気いっぱいな様子を表現しました！

これからも、元気に健康で育ちますように！","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lm5mqimmjs23,"青空でお見かけしたクラフテリアさん( @crafterior.bsky.social )
のグラスが気になってお迎えしてみました((*´∀｀*))
これはショットグラスでしたね✨星座が入ってて綺麗です✨

もう一つ猫の柄のを旦那にプレゼントしたのですがまた今度写真撮らせてもらお✨
minne.com/items/24286006","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lm5ggejdmk2k,正直、じーぴーてーに二次創作の内容のネタ出しさせて原稿描きまーす!ってしてるのとか私は快く思わないんだけどこれも判断基準がな...,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lm5gcztrak2k,"(´・ω・｀)そうですよね...なんというか自分が使うものがどういうものなのか知ってから使った方がいいと思いますけどね...

基準に悩みますね...これはどうなんだろうな...と悩む事は多々ありますね...😰","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lm4sxjccbs2o,"DLSSを搭載するから規制派さんはSwitch2できませんねーって言ってるらしくて( ՞ਊ ՞）？？？？なんだが...?
フレームレート向上のために使われてる解像度に対しての技術なんじゃ無いんすかあれ...?何か誰かの著作物を学習してるんですか？(´・ω・｀)","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lm33sqirqs27,"うーん...なるほど...なんかきっすみーの民はちょっと考え方が違うなって感じる人がたまにいるんですよね💧🥺
それ聞くと凄い嫌味ったらしい感じがして嫌ですね...💧","1"
https://bsky.app/profile/nikkei-science.com/post/3llxycel3f226,"「画像生成AIはなぜ絵が描ける？」

画像生成AIで最も人気のあるこれらのプログラムは「拡散モデル」という技術を用いています。
その仕組みと議論にあがる著作権の問題の基本を解説しています。

 【別冊日経サイエンス267　アートと科学の交差点】
www.nikkei-science.com/sci_book/bes...","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llznqichxs2i,見知ったフォローしてる人が多いからみんなそれらなら許してんのかなっておもって...(),"1"
https://bsky.app/profile/zzzkingyo.bsky.social/post/3llyr3r5lok2o,"これか、名のある人がちゃんと言ってくれるのありがたい・・・(げんさくしゃとちがって
japan.hani.co.kr/arti/interna...","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llyd7soors2z,"ファミリープランに加入しているとかありますか？
またニンテンドーアカウントの「国/地域」設定が日本国以外になっている？
あたりはどうでしょう💦それでも正常な抽選が出来ない場合はちょっと今混雑しているみたいなので時間を置いた方がいいみたいです💦","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llybboa7y226,"バイトの長所短所は「自分はこんなやつっす(ふんっ」くらいのものでいいと思いますん((*´∀｀*))9

わらびもちさんは「これは得意だなー、欠かさずやる」って事や「自分これは向いてないんだよなー苦手なんだよなー」って思い当たる事何かありますか？✨","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llxqbhvufk2o,ちょっとペン音が耳にぞわぞわしちゃうのであれですがｗｗｗ（ドローイングＡＳＭＲだからねｗｗｗ）,"1"
https://bsky.app/profile/lamrongol.bsky.social/post/3llbphz6lak2u,"漫画家協会「生成AIがマスピ顔を出力した時、我々は『これでフリー素材が増える』と喜んだ。
次に生成AIはマリオやピカチュウを出力した。我々は『有名IPもフリー素材にできる』と喜んだ。
最後に生成AIはワンピースやドラゴンボールを出力した。我々は漫画家だったので声を上げたが、『てめーら今まで散々生成AI推進してたじゃねえか』と激怒され我々のために声を上げてくれる者は誰一人残っていなかった」","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llx6vtckj226,Xだとこれらが真っ当だと思ってる層がマジでいるのが怖すぎる...怪物やんもう...,"1"
https://bsky.app/profile/susujinkou.bsky.social/post/3llvihxrahs2p,"僕は疑っててもパフォーマンスに乗っかってます。

「議員さんが生成AI問題視してくれてるありがと―――!!」
って叫ぶことで、多少なりともSNS上の露骨な嫌がらせを抑えたり、倫理観がある人に「あっこれって本当に問題あるんだ」って思ってもらってモラルの形成を狙ってます。
また、僕は陳情・相談した身なので、「頼りにしてます、信じてます」と振舞った方が推進の動きはしづらくなるかなと。

その上で皆さんに厳しい目を向けてもらうのが丁度いいかなって考えてます。","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llvczqgrpc2u,くりすたの３D親子付けできた！！！これでかつる！！！！！！,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llvaqgpefs2u,"ちいぽけ可愛くて放置ゲー的にはいいし、他のキャラゲーよりもキャラ要素の物のホームを彩る配布系はあるから手に入るものも多いしまぁいいかなぁとは思うんだけどなんだろう。。。
ちょっと毎日ちまちま開けて触りたいな系ではない気がする。

ワイがやってるキャラ農場系だと課金しないとほぼホーム画面が彩らない畑しかないみたいなことが起きてるのでそれと比べるとまだくれるだけましかなって思うんだけどなんだろう。こう。うん。（言葉にならない","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lluwhdmz3226,これからは歌の上手いボカロを見かけても自動で調声してるんだろなとしか思えないって感じかなぁ。それはそれでなんか悲しい。,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lluuhm45ic26,"青空でも検索してみたんですが...使ってるような方は見えれど、壷村さんのように反対の声をあげてるような音楽の方は少数...?みたいですね。

確かにイラストほど目に見えにくい「音」なのでこれAIじゃない...?と疑うくらいしかできないのかなと...思いました(´・ω・｀)","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llurwhoeek26,全てが溶け合えば新しい何かになり得ると妄信してしまうのは危険な気がするんだ...生き物は個で生きる生物でそれぞれに思いなどがあるはずだからな...,"1"
https://bsky.app/profile/zzzkingyo.bsky.social/post/3llrfp3pmdk26,"え？今までも著作物を下敷きにバレないくらい改変すれば同一性保持権侵害じゃないの？
フローに著作物利用したら「依拠」だよね
著作物が複製されたら複製権侵害だよね
著作物を変形する権利は翻案権に含まれるよね
これのどこに許せる部分があるんだ？","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llqzoakln22d,キスミ―の自分以外にもなんやあれって思ってた方がいて良かった。,"1"
https://bsky.app/profile/ochame-nako.bsky.social/post/3llo7zagvuk2g,"ChatGPTによるジブリ風変換で自分の写真や子供の写真を変換している人は非常に多いのですが、これはOpenAIに自分の写真や子供の写真を無償提供しているのと同じです。これは生成AIの学習に使われて自分の写真や子供の写真をディープフェイクに使われるリスクを高めることに繋がっています。
現在の生成AIは学習に使われた画像と似た画像がたまたま生成されることがありますからね。
意図しないディープフェイク画像が作られても現行法では対処は困難です。たとえ自分の子供にそっくりなディープフェイクポルノが作られたとしても現行法ではほぼお咎め無しになる可能性が高いです。だからこそ生成AIの法規制が必要なのです。","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llq3e46s222j,"それから鎌武器キャラ大好きなんだ🥰
しかもヒューゴさんの武器もルビーちゃんみたいな可動っぽい鎌してる...メインやってこなきゃ....","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llpnae5mls2y,これもう色々やってるでしょ(),"1"
https://bsky.app/profile/haribagi.bsky.social/post/3llohobe3mk2k,"www3.nhk.or.jp/news/html/20...

ほんとにもうどうしようもなくなってるじゃないか
どーすんだこれ…","0"
https://bsky.app/profile/zzzkingyo.bsky.social/post/3llobcwz2kc2n,"どうせいつもの「追加学習無罪」の主張だし、それも著作権者の許諾を得てるかわからないから、結局そのゲームを遊ぶこと自体がリスクになる
やらない方がいい
コロプラのバックにいるのはStability AIだということをお忘れなく","0"
https://bsky.app/profile/meat-bomb-live.bsky.social/post/3llnm7io4mc2y,"JASRACから届く請求書には契約についての説明の紙も一緒になってるんだけど、そこに「音楽著作権以外の権利について」っていう項目があるのね。

その中に、「写真とか絵画とかアーティストの著作権とかアニメーションの著作権とか音楽以外の著作物にもいろんな権利があるから、音楽以外のそういう著作物の権利についても留意してね。他の権利を侵害している場合、JASRACからの許諾を取り消すことがあるよ」的な文言があるのね。

これを書いてくれるのは安心に繋がるよ。","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llnko7b4ws2r,noteとかに帰って！！！ｗｗｗｗ(;´Д｀)それはダメっしょ！！,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llnfh3o3gs2r,"使ってますって公言していたらそれはもうアウトでしょうが(;´Д｀)
♪馬●が代～ち～よ～に～やちよ～に～♪（お口が悪くなったので国歌斉唱","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llnfa5bwnc2r,対応はブロック、通報でいい気はしますがAI活用しますって堂々と書いてるやつはどうなの？それって手描きかどうか判断できんの？って個人的には思っちゃいます。それこそ疑心暗鬼の火種だと思うので…,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llnf5t5erc2r,これで運営がAI活用って言うのがどこまでかもわからない物に「AI画像を投稿してないなら…まぁ…」って返信したらもうキスミ―には投稿しない。,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llnea56h5c2r,それOKにするならキスミ―もやめる。意味ないから。,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llndoxbas22r,あっ…なるほどです…それは明記されてなかったので完全に一線超えましたね…(;^ω^),"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llnco3j6nk2r,ゲームアプリがやる1週間限定リリースした風アプリもまぁ面白い事はあるけど、でもそれ実際にずっとプレイできないんだもんね…？ってなるのも悲しいからな…ｗｗｗｗ,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llmvs6qbhk2m,まぁ確かに我慢すること増えたし多いもんな...それは確かに理不尽だなって感じますです...(母親の立場),"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lllxvc3qe22k,"とりあえずベスト部分の基礎を作ったので襟？部分を後から取り付ける作戦に出た。
あと金縁は金の布ペンがあるらしいのでそれでどうにかする🤔","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lllizr4ftc2g,((*´∀｀*))あれはあれで好きです...❤︎,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3lllgpfqhcs2g,"うーむ。
アベンチュの服どうしよ。前開きで作れないタイプだなこれ....","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llkme52kvs24,煽りタイトルで「なにそれ」ってなりながら見る事はないんだよな...,"1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llgkxquvnk2c,だからあれなのか、猫アイコンが多いのか...(猫アイコンへの偏見),"1"
https://bsky.app/profile/susujinkou.bsky.social/post/3llgbdjvwws22,"先ほど、山田太郎先生とオンラインでお話させて頂きました。
内容は『作家狙い撃ちLoRAは違法でも実際に訴えるのは難しい』という件についてです。

僕の例では不十分なので、既に裁判をされているイラストレーターのやすゆき先生から意見書を預かり、そちらもお話の後に受け取って頂きました。

山田先生は、被害を受けた側の実情を親身に聞いてくださった上で、双方これからどうしていくべきか、山田先生たちがどう動いているかなどを話してくださいました。
規制を訴えている方にとっては不十分に感じられる部分もあると思いますが、（続く）
x.com/susujinkou/s...","0"
https://bsky.app/profile/seihasumi.bsky.social/post/3lldsx5o6bk2b,"こんなことで喜んでたら、本当に二次創作全部アウトになるぞ。
自分たちで表現の自由制限してることに何で気付かないんだろうね。
原作者の方たちが厚意でグレーにしてくれたのに。
フェアユースでないという判決だって出てるのだから。

これは非実在青少年の成人向け作品もそうだよ。モデルに実在児童の性的虐待画像が入ってるから。それを「使っていない」とは「証明できない」のだからな、現時点では。

日本の知財で遊ばれてるんだよ、喜んでる場合じゃないんだよね。

なんてことしてくれたんだという思いだよ。
posfie.com/@OOEDO4/p/zS...","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfy7k6lh22b,"そうなんですけどねー、出した場所が良くなかったんだとw
一応図工の時間の廊下に飾る用の絵である意味「みんなが見る所に出すもの」だったからなんですよねw
これがただ、休み時間のお絵描き時間として描いていたなら別だったかもしれませんw😂","1"
https://bsky.app/profile/meat-bomb-live.bsky.social/post/3llfrfmixis2d,"わたくし、こういう機能についての問題点とか気をつけた方がいいこととか、リアルの知り合いが見れるところで発信はしてたんだけど、それ見て「知らなかった、もう使わない」って言ってた子は1人だったよ………🥲
1人いただけ良し、かな…","0"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfqicfanc2m,"ルックバックの主人公は別に描くのは大変だから好きじゃない。
でもそれ以上のものがあると思い続けて描き続けているんだというメッセージがあったと個人的には思います。

私も見ながら「なんで描いてるかな」って思ったんですが、去年はいろんな人に絵を頼まれて喜んでいただいていたんですよね。
グッズにしていただいたり、活動に使っていただいたり…私はそういう所に満足感を得ていたと思います。
それが出来るようになったのもつい最近だったのでとても刺さりました。","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfqddsd6k2m,"良かったです。小学生の頃から何かを作ったり描いたりする事で色々やり取りしていたなって言うのが思い浮かんで。
人によってはそんなにどうってことない出来事なところもあると思うんですよ絵を描いたり作ったりする事って。（オリカつくったり、バトエン作ったり）

でも、今でも描き続けている人にとってそれらはずっと経験として残っていて思い出でもあり今につながる道の一つでもあると思うのです。

いつの年代だろうと何か描きたいと思って始めた時何かを思って始めると思うんですが、やはり続けていくことの大事さが知れました。","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfpqvr4ws2m,"小学生の時にいろんな絵をまねして描いてて、絵が上手い子がいたらその子の絵に負けないって思って色々描いて。
中学の時には一緒になって絵を描いて交換日記してたり、秋葉原に足を延ばしてオタク文化にはまったり。
そんで今は絵を描いていて、なんで描いてるんだろうって思えた。
ルックバックの最後で意味が分かったよ私は…
AI絵師が見ろよ、ふざけんな。って気分だ。
これを通ってんだよ。こっちはよって思う。","1"
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfkouxgns2g,"isuta.jp/category/iph...
これらね","1"
https://bsky.app/profile/fusen8.bsky.social/post/3lmauekwfec2m,"なんか今見ると衝動買いしそうで……！
本職の人は別として趣味の人はこれ趣味費として落としたくなるやつです😇","2"
https://bsky.app/profile/fusen8.bsky.social/post/3lmau4wqpbk2m,"いいなあああああああ！！！
生肉を切れるキッチンばさみ、量産型だと一番信頼性高いのがこれだと思ってます……！","2"
https://bsky.app/profile/fusen8.bsky.social/post/3lmatsresmc2m,なんかこれめちゃくちゃキレ味いいと聞くので、今使ってるニトリの激安キッチンばさみよりすごいはさみとか本格的に包丁要らんのでは……？って思ってる！,"2"
https://bsky.app/profile/fusen8.bsky.social/post/3lmatm5ohcs2m,あぁーーーこれ！これ欲しい……最悪本帰国前に買うかもしれないですありがとうございますー！,"2"
https://bsky.app/profile/fusen8.bsky.social/post/3lmaswcrud22m,貝印の話続けるんだけど、母がI型ピーラーユーザーだったのもあって所謂T型ピーラーが怖くて使えなくて指導も出来ないゴリラはこれをずっと使ってる（左の貝印SELECT100は自分用、左は家族用）,"2"
https://bsky.app/profile/fusen8.bsky.social/post/3lmasccsqc225,この3本6€のIKEAのナイフセットのこの刃先が曲がってるレストランとかでよく使ってるナイフ、貝印系列であれば使いやすいし現物試さず買ってもいいと思ってるんだけど、日本でメジャーなラインじゃないせいが多分貝印になくてずーーーーーっとIKEAのこいつを研いで使ってんのよな。,"2"
https://bsky.app/profile/fusen8.bsky.social/post/3lmarxlvqkc25,友達は一応飲食系の人、これは貝印のやつで～～なんか日本に行ったら大体どこでも買えるんだけど、悩んだら関東のでけーLOFTとか行っとき、日本に私がいるタイミングなら代わりに公式通販しとくわつっといた。,"2"
https://bsky.app/profile/fusen8.bsky.social/post/3lmaru7q7yk25,なんだっけ、ドイツ人の人が日本だと要らん物に散財するけどドイツは～～～って言うのをさっき見た（遅い！！！）けど、日本とEUの同額で買える物見た？！ほんと？！貝印知ってる？！知らないよね？！貝印！！！！！ってさっき叫んだわ、この前うちに呼んで料理手伝ってくれたフランス人が何これ？どこで買ったん？欲しい！！！っつってたの全部貝印！！！！！！！！,"2"
