,post,lang,age_group,proximal,medial,distal
1444,"국민적당 저것덜은 인간이 아닌기라. 누가 그랬다카데,부끄러움을 모리모 인간이 아이라고..😡",kr,1,3,1,1
1445,그냥퍽 ㅎ,kr,1,0,1,0
1446,"용해인 정식으로 국회의원이 된것도 아니잔아어린여자가 승깔은 꼴보기 싫고
방송이나 어디나 않나왓읍좋겠다
난보수도진보도 아니다 그래서 난 이런사람들 때문에 국힘도 싫치만 국힘에 투표. 한다
용해인씨 인격부터 배우세요",kr,1,3,1,0
1447,정신은 욤득이가 나갔지,kr,1,1,0,0
1448,임종득 관상이 더럽게 살아왔네,kr,1,1,0,0
1449,지가 선넘는거는 정신못차리는 지지자들이 시원하다 해주니 막말이라고 생각못하나봄 ㅋㅋ 국회에서 소리지르고 고함치고 선넘는거 용혜인이 1등 아닌가 ㅋㅋㅋ,kr,1,3,0,0
1450,"정치인이 어떤 소신이있는지 확인하고 지지하는게 아니라 불특정 사유로 정치인을 좋아하고 그 소신을 무지성으로 지지하니 ㅋㅋ 초등학생도 안그러겠다.
그냥 목청크고 쌈닭잘하는게 정치랑 상관잇을것 같냐? 기본소득당? ㅋㅋㅋㅋㅋㅋㅋ 진짜 지지자들 한심하네",kr,1,2,3,0
1451,오히려 임종득 의원이 정신나간듯 ;;,kr,1,1,0,0
1452,"제발 국회의원 반으로 줄이세요.
세금이 너무 너무 아까워.",kr,1,2,0,0
1453,"나이도 어린게 저렇게 나이 많은 사람들 앞에서 눈 똑바로 치켜뜨고 뼈락뼈락 드소리 지르고?
못돼먹었다,
고운말로 해도 충분히 국미들의 대표로서 의사표헌가능할텐데,
본인도 정신나갈만한 소릴 들을만한소릴 앞서 돌이켜 했는지 생각해보지는 않구서!
국회의원 격을",kr,1,3,0,1
1454,"ㅋ 민주당이 맨날하는걸 ㅋ
위에서 볼때 새까만 어린애가 나도
국의원이야 위아래 그딴거 없어 ㅋㅋ",kr,1,2,1,0
1455,용의원 멋지고 잘한다!의원새x들 제대로 된것들이 없네!😡,kr,1,1,0,0
1456,"완장 차니 보이는게 없군아
기본소득당이뭐지",kr,1,2,0,0
1457,"종득아, 이 무식한 촌놈아. 그냥 찌그러져 있다가 채해병 특검이나 잘 받아라.",kr,1,2,2,0
1458,"용혜인이가 잘한다
임종득 이놈은 용서가 안되는 놈이고
채해병 사건 과 박정훈 대령 외압사건을
관련되어 있다
나중에 감옥 갈 놈이 아닌가",kr,1,4,0,0
1459,"비주얼 종득이
맨 국짐에는
저런인간들만
바글바글",kr,1,1,0,1
1460,시그럽다 가스나야,kr,1,0,1,0
1461,살이찌는 이유는?? 복식 언성만하고 월급 국민세금으러 타가니… 국회도 각자 맞은 분량이있음,kr,1,3,0,0
1462,누군가 검색해봤더니 90년생이네 우와,kr,1,1,0,0
1463,용해인 응원 합니다 내란당넘들 수준이라고는,kr,1,1,0,0
1464,"세비를왜주나. 쌈질하라고 ..
쌈닭은. 맛이. 없어서. 잡아. 먹지도. 못한다는데..😇😇😇😇",kr,1,1,0,0
1465,"임종득~어트케 그런말은
국힘ㆍ왜저러는거지!
국힘에 누구는 야! 라고하더만
국회가 아주막가네ㅡㅡ
말로는 용해인 못하보겟더만ㅋ",kr,1,0,1,1
1466,의원들 맨날 저렇게 애들 싸움이나하고 국민세금으로 먹고살고 참 잘한다 국회 전부다 해산해라 나라가 개판이다 의원들 잘못뽑아서 ㅡㅡ,kr,1,2,0,1
1467,정신나간거 같아서 맞는말 하신거 같은데 왜저럼 ㅋㅋ,kr,1,0,0,1
1468,지들은 모욕적이고 드럽고 내란수계편 들면서 ㅡㅡ정신이나갔다고 하고 소리를 지른다고 진짜 국짐 짜증난다,kr,1,2,0,0
1469,"묭의 원님 응원합니다
화이팅입니다",kr,1,1,0,0
1470,"꼼수가 판치는데 용해인도 꼼수로
2번 비례대표 어이가 없네 😂😂😂",kr,1,1,0,0
1471,"내란옹호당 저것들은 동료 의원한테
야!! 라고 하질 않나
정신이 나갔다고 하질않나
어쩜 하나같이 저런것들만 모와 놨는지
진짜 기네스감이다!!",kr,1,3,0,2
1472,왠만한 늙은 국회의원보다 용의원이 훨씬 더 똑똑하네..딱 부러지고..지금까지 용의원의 활동을 보면 왠만한 남자들 저리가라더라..이래서 나는 국회의원 3선이상 안 된다고 생각합니다..사회 질서를 다 망쳐놔..,kr,1,3,0,1
1473,용혜인님 보고 정신 나간 거 맞다는 둥 화를 왜 내냐는 둥 하시는데 이상하신 분들이네;사람마다 생각이 다를 순 있지만 사과 안 하신 분도 뭐라하든가요 와 용혜인님만 갈구죠?;;게다가 정신이 나갔나 라는 표현은 애초에 조곤조곤?아니고요 화내는 게 맞는거예요 저 상황에서 그럼 정신 나갔나 했는데 왜 그러세요..했슴미다.. 이렇게 조곤조곤 착하게 (대댓 ㄱ),kr,1,5,2,1
1474,나이가어리다고 얼마나똑똑합니까~~~,kr,1,1,0,0
1475,민주당을 탄핵 탄핵 탄핵 이재명 빨리 구속 구속 구속 구속시키,kr,1,1,0,0
1476,용 비례대표가 정신이 나가서 소리를 지르고 있으니 정신이 나갔다고 하신듯,kr,1,2,0,0
1477,"어떻게 국힝당 의원들은
내란동조한 자들을 옹호하는지
그러니 내란동조당이란 말듣지요!!!!
정신줄 놓은건 국민의힘당 !!!",kr,1,1,1,0
1478,"뭐라하지마라 ㅋㅋㅋㅋ
저것들 전부가 대한민국
수 많은 국민이 뽑아주고
뽑아준것들이 비례까지
만들어서 저러고 있으니
선거 할 때 반짝 잘하고
입으로 떠드는거만 보고
뽑아준게 잘못이다.
매번~ ㅋㅋㅋㅋㅋㅋㅋ",kr,1,3,0,2
1479,"용의원님이 정신을 못차린다니 임종득이 먼저 미친소리를 하고 사과 하라고 해도 못한다고 하니까 저렇게 말할 수 밖에 없지
정신 나간건 임종득이고. 용의원님,안의원님 응원합니다!",kr,1,3,0,2
1480,@cocoya:똑띠 용혜인의원님 내 조카뻘이지만 진짜 존경하고 사랑합니다. 용해인의원님! 존사합니다. 🥰×999999999999개,kr,1,1,0,0
1481,대통령이 저질인데 그걸 옹호하는 국힘의원들도 질 떨어지는 당연한거~,kr,1,1,1,1
1482,좋은 놈은 어느놈인데?? 그 인간 생긴꼬라지하고 똑같네!!,kr,1,0,1,0
1483,용혜인님 화이팅 입니다!,kr,1,1,0,0
1484,"임종득의원이잘못했네
그랬으면사과해야죠",kr,1,1,1,0
1485,걍나라가 개판이여~,kr,1,1,0,0
1486,용헤인 의원님화이팅!,kr,1,1,0,0
1487,아이고 용덕아 ...,kr,1,1,0,0
1488,무법천지 도리도리의 부하들은 어쩜저리도 한결같이 다 똑같냐..잘못하고도 사과도 못해...탄핵과 퇴출이 답이다...,kr,1,3,0,1
1489,꼭 이렇게 소리 질러야돼 뵹시들,kr,1,1,0,0
1490,아이고...참,kr,1,1,0,0
1491,"임종득이 좀 안보게 되는날
곧 오겠지요",kr,1,1,0,0
1492,어린 친구들아 유튜브에 전한길 치고 영상 좀 봐라 부모님이 하는 소리만 듣고 판단하지말고..우리가 살아갈 나라인데 너무 마음이 아프다,kr,1,2,0,0
1493,아니 님들이 정신 나갔다는말 들으면 가만히 있을거에요? 잘했는데,kr,1,1,0,0
1494,임종득 면상은 과학이다.,kr,1,1,0,0
1495,사이다망치다😂,kr,1,1,0,0
1496,국짐이요,kr,1,1,0,0
1497,@말은 똑바로해야지 여자니까 우습게보는거지 정신이 나갔다니 그게 의원이할말이야 내가볼때는 사태깜이야 저런사람을 뽂아준게 실망이지,kr,1,5,1,1
1498,정신나간게 국짐당 세끼들이지,kr,1,1,0,0
1499,용해인 정말잘합니다 속시원히 참잘했어요 앞으로도 모범적인의원이되시길~,kr,1,1,0,0
1500,똑순이 잘합니다,kr,1,1,0,0
1501,정신이 나갔다고 했다고...저러케 소리지를 일인가요..?,kr,1,1,0,1
1502,속시원한데 왜그래,kr,1,0,1,0
1503,사과하세요~! 선넘은거 맞네요~ 나이값도 못하시고..쯔쯔 애까지 낳은 대단한 어머니에 정치까지... 대단하세요~지지합니다.,kr,1,1,0,0
1504,왜요 싫어요 이러네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
1505,이것들은 소리만 지르면 다 되는 줄 알어. 비례대표를 싹 없애버려야 돼.,kr,1,1,0,0
1506,정말로똘아이들이기때문에그런것,kr,1,2,1,0
1507,뒤에 이상민인가 웃고있네,kr,1,1,0,0
1508,국민을 위해 일하는 동료의원에게 모욕적인 말을 하면 안되죠? 자신이 그런 말을 들었다면 어떻게 반응 하실 것 같은가요?,kr,1,1,1,0
1509,이게 바로 국짐당 수준이다,kr,1,2,0,0
1510,"응원합니다~
나이를 떠나서 의원으로서
서로를 존중해야 하는데
어리게만 보면 저런 말이 쉽게 나오죠
용혜인 홧팅입니다
말잘한다~!!!",kr,1,2,0,1
1511,허참 혜인이 출세했네 건방이 도를넘었네,kr,1,2,0,0
1512,아니 댓상태..용혜인님 너무사이다 캬~~,kr,1,1,0,0
1513,하여간 늙고 노망난 저 노친네들 죄다 끌어내라…. 그래야 대한민국이 돌아간다…. 저 뒷방 늙으니들 에혀….,kr,1,1,1,2
1514,멋지다. 용혜인. 화이팅. 👍👍👍,kr,1,1,0,0
1515,전부 월급을 날로 먹을려고 하는데 용혜인 잘하네~ 화이팅!!,kr,1,1,0,0
1516,용혜너무 잘난척 국회가 눈뜨고 못봐주겠네 세금이 아갑다 우리나라 국회의원들 싹정리 해야될것같아,kr,1,1,0,0
1517,용혜인 화이팅!!!,kr,1,1,0,0
1518,댓글에서 저 의원님 욕 대체 왜 하는거임? 생각하고 댓글다셈,kr,1,0,0,1
1519,난 정치적 관심없는데 이건 맞는말 한거아님??,kr,1,1,0,0
1520,다음 대선 헤인이 출마해라 대통령 함 가자,kr,1,1,0,0
1521,용혜인 화이팅~응원합니다,kr,1,1,0,0
1522,"멋쟁 이 여신이시여 나이슈
모지리 저란시키랑 국삥당저그지시키들다똑같슴당",kr,1,3,1,2
1523,임종득의원님 화이팅,kr,1,1,0,0
1524,"겉보기로는 임종득이 이긴것같지
천만에 ㅎㅎ
분위기 와 논리와 상황 그리고
목소리톤 표정 모든전반에 걸쳐
국힘의 똥대가리 단체는
혜인에게 패한 상황임
혜인은 양반처럼 대하면
혜인은 더 양반처럼 표현하고
그 반대라면 강자에겐 더 강하게 함
즉 개인적 논리도 딸려
국힘 단체로 한것에 혜인님 승리
혜인님 화이팀
국힘 시람들은
그 밥의 그 나물들 하나같이 쓰레기",kr,1,4,4,0
1525,아니 진짜 어이없네 지 위치가 높은것도 아니고 왜 저럼;;,kr,1,1,0,1
1526,말을 할수록 지능이 낮아지는 국짐,kr,1,1,0,0
1527,그니까!!!! 용해인 사랑해,kr,1,0,1,0
1528,"기본 소득당 자체가 사회주의 발상 인데....
기본 소득이 어디있나 열심히 일해서 먹고 살아야지...",kr,1,1,0,0
1529,난절은사람이참똑똑하고야무지네요 어리다고 말 함부로하지 마세요,kr,1,1,0,0
1530,여자애가 너무 억세다..!!저런애를 저 자리에 앉혀 놓은 사람들은 뭐야..??이 재명을 비롯해서 민주당은 조폭집단...!!!이,kr,1,2,0,2
1531,개가 사람을 물었는데 소리도 못지르냐? 이 발싸개 국짐당들아,kr,1,1,0,0
1532,하여튼 자격도 안되는것들이 나라운영한다고 지랄하니 나라가 개판이지,kr,1,2,0,0
1533,"놀이터야
짜증",kr,1,1,0,0
1534,정신나간건 국힘들이지 말은바로해,kr,1,1,0,0
1535,하는일이라고는 사과요구밖에 없는 비례대표,kr,1,1,0,0
1536,암닭이 울면 집안이 망,kr,1,2,0,0
1537,"저목소리 너무듣기싢으네요
엥엥거리는 목소리 어디 어른들있는데 목소릴높히냐 정신500년 나갔냐
가는말이 고왔음 오는말도 좋았겠지
너 자신부터 생각해봐",kr,1,1,0,1
1538,임종득 인성이…,kr,1,1,0,0
1539,"역시 용장군이야
바른사람이라고 생각되는 의원중 한분입니다",kr,1,2,0,0
1540,용혜인 홧팅입니다저런 쓰레기는 깜빵을 보내야합니다,kr,1,0,0,1
1541,용의원님 화이팅입니다!나이와 관계없는 공정한 국회의원 이십니다~!,kr,1,3,0,0
1542,"강선영,,, 재도 참
저때랑 지금이랑 말이 틀려..
동료 국회의원한테 똘아이란 뭐라 그러더니
선녕이가,, 뭐 개념이 없으니,,",kr,1,5,1,1
1543,"임종득 저런 쓰레기가 어디 감히~~
잡놈들 국힘 없어져라",kr,1,0,0,1
1544,국짐당 인상 더러운 요원이 하나 있지,kr,1,1,0,0
1545,참 가지가지 합니다 정작 필요한 일은 안하고 이념에 휩싸여 애들 보기 창피한줄 아십시오.,kr,1,1,0,0
1546,이야는 정신에 질환이 있는 여자네,kr,1,2,0,0
1547,"저 아저씨(임종득)인성 뭐냐?! 국회의원 맞나?! 그리고 중간에
아줌나는 뭐냐?!반말?!겁나 웃기네🤣🤣",kr,1,0,1,2
1548,용의원님홧팅속이시원하네 미꾸라지가 온국회를 지저분하는군,kr,1,1,0,1
1549,잘한다 용혜인 화이팅🥰,kr,1,1,0,0
1550,"종득이 나이값 못하네
쪽팔린줄 모르노",kr,1,2,0,0
1551,임조도꽝 창피를 모르네 저런게 위원이야 정신상태 써어네,kr,1,1,0,1
1552,같이놀고있ㄱᆢㄴ,kr,1,1,0,0
1553,용해인 의원님 잘하십니다 . 종덕아 먼저인간이되거라,kr,1,1,0,1
1554,"정신이 나갔다니
논쟁해도되 의견이 다를수 있어
이자식 분명히 국민의짐 일꺼야
근본도 내란집단
니들은 이제 끝이야 각오해",kr,1,5,0,0
1555,속이다. 시원하다 용혜인 의원님,kr,1,1,0,0
1556,대한민국땅에소 살면서 저런 무서운 생각을 가지고 있다니 공산당 따로없네,kr,1,0,0,1
1557,"임종득
니가 미친놈이야
국민을 모독하는거야
이 머져리야....",kr,1,2,0,0
1558,선수한명 퇴장 시키기!!! 개이득,kr,1,1,0,0
1559,"임종득이 마약했냐??
매너두 없는게 어캐 의원이 된겨??
내란당ᆢ모두 퇴출하고 해체하자!!",kr,1,2,0,0
1560,양문석 딸래미 아닌가 고함치는 버릇이 많이 닮았네,kr,1,2,0,0
1561,"어찌 국짐당 의원들 왜이래요
막장으로 가고 있네",kr,1,1,0,0
1562,뜬금 없지만 저기 나오는 마이크 뭔가요?,kr,1,1,0,1
1563,ㅋㅋㅋ 개그맨,kr,1,0,1,0
1564,국짐국짐 무식하고 예의없고 막말하고 나이 많은게 벼슬인줄 알아요~~,kr,1,1,0,0
1565,"나이값 못하고 쯔쯔쯔
국회의원 자격이 ...",kr,1,2,0,0
1566,용혜인님 너무 속 시원하게 이야기하신다,kr,1,1,0,0
1567,"강선영 얘는 무조건 반말하네. 나이, 계급으로 초선 주제에 국조에서 막말하는 거임?",kr,1,1,0,0
1568,"어린 용혜인 아버지 뻘대는 사람 에게 저앙칼진 목소리
비대의원 삭다없에야됨",kr,1,0,0,1
1569,어린것이 예의라곤 . .소리지르고 인상써가며,kr,1,1,0,0
1570,애초에 저런 자리에서 본인한테 정신 나갔냐라고 하면 니들 소리 안지르냐?,kr,1,0,0,1
1571,"영주.봉화.지역구국회의원
거기주민들디저라.디저색기들아
저런것을국회의원으로뽑나🤣🤣🤣",kr,1,0,0,3
1572,갑자기 뜬금없지만 용혜인 위원님이 쓰고 계신 안경이 너무 갖고 싶다..,kr,1,2,0,0
1573,"정신 나간건 아닌거 같아요
정신이 돌고 있는거 같아요",kr,1,1,0,0
1574,저 무식한 것들은 하나같이 큰소리만. 강선영이나 임종득이나 무식하면 용감하다 란 말이. 딱 맞네 무식하게,kr,1,4,0,1
1575,쓰레기들하고 같이 국회활동 하기가 쉽지않죠.... 오로지 지들 권력욕만 가득한 국짐당!,kr,1,1,0,0
1576,저런놈이 의원을하니 나라가 이모양이지 ㅠㅠ,kr,1,3,0,1
1577,아니 용혜인 의원님 욕하는사람들은 뭐냐 자기 입장으로 생각해보세요 다른사람이 자기보고 정신나갔냐? 이러면 안빡쳐요? 당연히 빡치고 소리지르지;;,kr,1,2,0,0
1578,이 나라는 의원수도 줄이고 연봉도 줄이고 비례도 없애야 됨 쓸데없는 말이 너무 많아요😅😂,kr,1,4,0,0
1579,용혜인 의원님 화이팅. 힘내시라,kr,1,1,0,0
1580,사과도 안한다고 버띠는 쫑득이,kr,1,1,0,0
1581,미친...저게 무슨 ...그러니 국개의원이라하지...비례대표제 폐지하라! !,kr,1,1,1,1
1582,잘한다 ᆢ용혜인의원님 화이팅입니다 🥰🥰🥰,kr,1,1,0,0
1583,종득아~ 너도 탄핵이다 나가라,kr,1,1,0,0
1584,임종득 평상시 집구석에서 하는 짓같구나 강선영이는 정신나갔다는 소리가 듣기를 좋아하는 가봐요,kr,1,1,0,0
1585,밤에 할때도 저렇게 악쓰나?,kr,1,0,0,1
1586,용해인 옳고 그름을 떠나서 과하다 싶네,kr,1,0,1,0
1587,나이 어리다고 무시하지말고 대하세요,kr,1,1,0,0
1588,"ㅋㅋㅋ
여야 국회의원 다 똑 같다
국민을 대표하는 국회의원
필요성을 못 느끼는 일반 백성의
생각이 틀린 판단일까나.",kr,1,1,0,0
1589,"저아이는 저자리 내려와서 일반인으로 조용히좀
살수잇을지 의문이다",kr,1,2,0,2
1590,님들아 저분 욕하시는데 알고나 말하세요;;,kr,1,0,0,1
1591,임종득 선 넘었네요. 동료 의원인데 어리다고 정신이 나갔냐니! 나같으면 소리만 안 지르고 멱살 잡았다.,kr,1,1,0,0
1592,댓글들 참. 머가 똥인지 된장인지 분간 못하는 인간 많네. 국정조사가 잔난이냐? 어따대고 야 래? 저자리가 지들 맘대로 반말 짓거리 하라고 만들어진 자리냐? 같은의원끼리 대접받으면서 회의 진행하길 바라냐? 인간들아~~~ 머가 옳은지 구분 하면서 댓달아라~~~,kr,1,1,0,1
1593,국짐것들! 나이값도 못하고 말로 태클이나걸고 시정잡배들 처럼 싸움이나걸고...정치를 하는것이 아니고 오로지 당 지키기 위한 일에만 몰두하는 당지키는 개의 습성만보인다!,kr,1,4,0,0
1594,얘들아 용혜원님 속 시원한데 니들은 저 사람처럼 저렇게 말 할수 있냐? 니들은 저기 가면 오줌이나 지를거면서 욕 하지 마라 ㅋㅋ,kr,1,1,0,3
1595,가는말오는말 나이쳐드신국힘 국개의원들문제많음,kr,1,1,0,0
1596,용혜인 의원님~성이 용씨는 처음 보는데 똑 부러지시네요!!국짐 의원님들은 너무 하네요🥺,kr,1,1,0,0
1597,국가의짐 의원들 전원이 정상적인 단어를 쓸줄도 반성도 할줄도 모릅니다~,kr,1,1,0,0
1598,용혜인 의원님 최고이십니다,kr,1,1,0,0
1599,종득이생긴게보니 놀부관상이네,kr,1,2,0,0
1600,국민을 대표하는 국회위원 ~~자질 문제이네요 소리 버럭버럭,kr,1,1,0,0
1601,용혜인 대표님도 그래도 자기보다 나이가 많은 사람한테 막 소리지르는 것은 잘못한건데 임종득 위원도 전산 나갔다고 말하는것은 잘못했는대 위원장이 사과하라고 했는대 저렇게 버티고 있는것은 나는 잘못했다고 생각함,kr,1,2,1,1
1602,"이제는 나이먹은것이 위세는 아님니다.
말은항상 조심해야합니다.
어린사람한테도 말 함부러하면
망신 당합니다....",kr,1,3,0,0
1603,종득아 개도 국개 되는 그동네서 국개 된 개 가 골때린다 일본 순사놈 앞잡이 같이 생긴개가 어디서 감히 에라이 국짐 또라이,kr,1,4,1,0
1604,용혜인님이 왜요 왜 다 욕하세요 오히려 이 사람 겁나 속 시원한데ㅋㅋ,kr,1,2,0,0
1605,"임종득의원
지가 정신나간 미친××××네.
자질이 없는 인간들이..정의감도 없고,책임감도없고..
지들 밥그릇만 챙기려는..저런 인간들이 국힘에는 가득찬거 같음..좀 똑바로 살아라~~",kr,1,3,1,1
1606,저여자는 답없다 ㅠ ㅠ 비례대표폐지가 시급하다~~~ 국회의원수 100명으로 줄이고 모든특혜폐지하자,kr,1,1,0,1
1607,젊은사람이 소리나 꽥꽥지르고 처벌 받아야한다vs잘못한건 당당하게 따졌다 너무 속 시원하다 당신의 선택은?,kr,1,1,0,0
1608,멋져부려 정신은 상대방이나간듯 많은사람들앞에서 좀 그러네요,kr,1,1,1,0
1609,"임종득 같은 사람이
국회의원 되다니
그리고
저런 사람을
무조건 찍어준 그 지역 사람들도 참... 😵😪",kr,1,1,2,1
1610,윤썩은 당연히 지 빠져나갈 목적이라도 있는 쓰레기지만 더 이해가 안가는건 그 쓰레기를 옹호하는 것들은 도대체 무슨 생각을 하고 그러는건지 답답하기만 하다.,kr,1,2,2,0
1611,안하무인이줄 알았지만 너무하네 맘 같아서는 욕을 사정없이 해주고싶네 국짐당들,kr,1,2,0,0
1612,용해인님이 제일 속 시원하게 해주고 제일 말을 잘한다.,kr,1,1,0,0
1613,똑순이 👍👍👍,kr,1,1,0,0
1614,"이상한 행동을 너무 많이 하다 보니 감정이 앞장 서겠지요.
이 세상은 소리를 질러야 알아듣는 세상이 되어버렸습니다.
법이 바로서야 집단행동하거나 소리를 지를 이유가 없어집니다.
제발 법조인들이 성찰하고 제대로된 재판을 할 수 있기를 소원해 봅니다.",kr,1,8,0,0
1615,"여기 댓글 상태 이상해ㅋ큐ㅠ 앞,뒷 상황을 모르겠지만 얘기를 하는데 정신얘기까지 나올 상황이였을까? 기회를 주고 사과를 해줄 시간을 주는데 그걸 거절한다고.? 누가 정신이 나갔다고 얘기하면 누가 참을까 누가 맞는 걸 틀렸다고 했는데?",kr,1,3,1,0
1616,용의원 화이팅🥰,kr,1,1,0,0
1617,저거랑 같이 사는사람도 정신이 나갔네ㅋㅋㅋ,kr,1,2,0,1
1618,나이 어리다고 무시하는건 아니죠 3살짜리에게도 배울게 있는겁니다^^,kr,1,1,0,0
1619,저것들은 생긴만큼 뇌도이상하게 생겼을겨 모지리 석려리파,kr,1,1,0,1
1620,씩씩하시네요 멋지시네요 저런사람은 영구히 퇴출시켜야 합니다,kr,1,0,0,1
1621,저거머야,kr,1,0,0,1
1622,잘하고있는데 뭔 사과할건해야지 저런 사소한것도 사과 못하면 죄 지어도 사과못하는사람임 사람이보임,kr,1,1,0,1
1623,여기 댓글 왜이렇게 아니 꼬움.,kr,1,1,0,0
1624,"임종득 저거는 깡패,윤썩을좋아하긋네",kr,1,0,0,1
1625,내란당 내끼들은 인성이 하나 같이 싸가지가 없냐,kr,1,2,0,0
1626,참 버릇이 없네,kr,1,1,0,0
1627,"국힘당 은 구제부능
에라이ㅡㅡㅡ 속물들아 정신차려라
나라망한다",kr,1,1,0,0
1628,용혜인 의원 쵝오여... 미래의 훌륭한 정치인이 될것을 믿습니다...,kr,1,1,0,0
1629,퇴출된게 왜이렇게 웃기지,kr,1,1,0,0
1630,"종득이 퇴장보다는 국회의원 못하게 해야함~
국짐 애들은 한결같이 상모리지들만~~",kr,1,2,0,0
1631,용혜인 의원님 응원합니다 ! 사과만 받아서 용서가 안됩니다 채포하구 평생옥살이 해야한다 !,kr,1,1,0,0
1632,정신이 나갔으니까 나갔다고하지 왜 사과해 팩트로 말했고만,kr,1,1,0,0
1633,용 예인의원님 힘내세요 속시원합니다 국짐당 좀비들 아직도 정신못차려서 국짐당 해체가답이다,kr,1,1,0,0
1634,임종득 이자식 인성이 개차반이네.하기야 그쪽당에는 대부분이 그런놈들이니까.,kr,1,5,2,0
1635,용혜인 의원님 개보다 못한것들 많이 많이 혼내서 퇴출시켜주길 바랍니다!!,kr,1,2,0,0
1636,나이가ㅡ나라살림에도움되나ㅡ,kr,1,1,0,0
1637,ㅋㅋㅋㅋ 개념없이 나이만 쳐먹은게 벼슬인줄 아는 꼰대들 사이에서 고생많으신 용의원님,kr,1,3,0,0
1638,임종덕 국힘당 의원 아주 상식이하 입니다.,kr,1,1,0,0
1639,종득이. 나이 값도 못하고...,kr,1,2,0,0
1640,용혜인의원님 맞는말씀입니다 속이시원합니다 응원합니다,kr,1,1,0,0
1641,용혜인 의원님화이팅 항상응원합니다.,kr,1,1,0,0
1642,개인적인 생각으로 용혜인님 진짜 바른분이신것 같음.. 정신 나갔나라는 말을 듣고도 앉아서 호통치시는게 멋진 분이신거 같음..,kr,1,2,0,0
1643,"저 모습이
정신나간 모습 맞네",kr,1,1,0,1
1644,예의도없고 네가지도없고 쌈닭처럼목소리만크고… 질의에도 품격이있어야하는게 국회의원인듯~ 애 × 애 × 도없는것처럼보여 안타깝다~,kr,1,1,0,0
1645,강선영	저거는	툭하면	나이어리다고	반말이야,kr,1,2,0,1
1646,넌 모욕감을 느끼냐... 건방지게 너로인해 모욕감을 느낀 국민은 문제없나.. 싸가지없이 보기도 듣기도 역겹다. 국민의 한사람으로서 말하노라...욕한번 할란다. 싸가지없는 × ...,kr,1,1,0,0
1647,국민의힘놈들은 하나같이ㅇ개쓰려기들뿐이냐,kr,1,2,0,0
1648,저분이 대통령 된다면 깐깐해질껄요.,kr,1,1,0,1
1649,용혜인👍👍👍👍화이팅❤️❤️❤️❤️❤️❤️👍👍👍👍👍👍,kr,1,1,0,0
1650,아니 사람들 왜 용혜인 비례대표님을 욕함? 지금 청문회 시간인데 국민의 힘은 저기서 웃고있질 않나 정신이 나갔다고 하질 않나 진지해져야할 상황에 진지하지 못한건 용혜인 대표님이 아니라 임종득 의원이지,kr,1,3,0,1
1651,저 자리에서 정신나갔다라고 말하다니,kr,1,0,0,1
1652,댓글 다 왜이리 지랄남,kr,1,1,0,0
1653,여기도 정신줄 놓은 년놈들 천지네 용의원 파이팅,kr,1,1,0,0
1654,기본소득당이머냐 ㅋㅋ,kr,1,1,0,0
1655,"여기에서 용혜인 의원님이 잘못했다고 하는 사람들은 자기들이 ""정신 나갔나?"" 라는 소리를 들으면 용혜원 의원님 같이 안하려나??그냥 가만히 ""사과 해주세요~"" 이렇게 말하나? ㅋㅋㅋ",kr,1,4,1,0
1656,"내란의 힘 빠루당 🐕 xxx 해체가 답이다
~~~",kr,1,1,0,0
1657,정신나갔다 이거 저번에 국회에서 누군가해서 시끄러웠을때 용도 봤을껄,kr,1,1,0,1
1658,"국회의원들 싸우지 말아라. 국민들이
보고있다 일이나 열심이 해라",kr,1,3,0,0
1659,진짜이가시나 못됐네 이가시나를 퇴출해라,kr,1,2,0,0
1660,소리가큰놈이이긴다그렇게배웠나봅니다.시끄럽다,kr,1,2,1,0
1661,임종득이는 잡종 자식이지,kr,1,2,0,0
1662,윤석열 거짓 진술 부하 앞길 망처 놓고 말꼬리 잡기 정말 파렴치한 인간 이다,kr,1,1,0,0
1663,윤석열 거짓진술 부하 앞길 망처 놓고 말꼬리 잡기 정말 파렴치한 인간 이다,kr,1,1,0,0
1664,나는군민힘 당원으로서 민주당이 사상을 의심했드니 이제보니 국힘이 적새분자가 많으시내요. 극우세력 즉 서부지범 파괘 공무중인자폭행하는것을 동조하고 찬양하는짓거리가 빨갱이짓들이니깐해체해야지이젠?,kr,1,6,0,0
1665,죄명이 닮은것같음,kr,1,1,0,0
1666,기본소득당.. 당 이름자체가 정신이 나갔지~🤣🤣,kr,1,2,0,0
1667,진짜 겁나 멋있다.. 나도 커서 내의견 다 말하고 당당히 살아가는 사람이 되면 좋겠다..💖,kr,1,1,0,0
1668,저런 쓰레기들에게 절대 밀리지 않는 핵 사이다 최고십니다,kr,1,1,0,1
1669,속이 시원하다 용혜인 응원합니다 👍👍👍👍🥰🥰,kr,1,1,0,0
1670,임종득이모하는거냐,kr,1,1,0,0
1671,미친사람이 따로업다 원해영많이컷다,kr,1,2,0,0
1672,국짐 저의원 기본이 안됬구만 저런 사람이 의원이라니 펭망해라,kr,1,3,0,2
1673,똑순이 화이팅...아자,kr,1,2,0,0
1674,"뻑하면 소리지른다
질문을 똑바로 해야지 그럼",kr,1,0,1,0
1675,군인 출신이라며 수준하곤 정직하지도 않고,kr,1,1,0,0
