,post,lang,age_group,proximal,medial,distal
5110,저희 이거 학교에서 봄요,kr,2,1,0,1
5111,고마워요 재판관 아저씨,kr,2,0,0,1
5112,그럼 윤석열 이제 대통령 못하는 거예요?,kr,2,1,1,0
5113,우리 학교 탄핵되는ㄴ거 라이브로 봤는데 전체가 쾅하고 소리지름..,kr,2,1,0,0
5114,우리반 남자애들 쉬는시간에 탄핵됐다는거 듣고 상탈하고 모르는 선배들이랑 껴안고 난리였는데,kr,2,1,0,0
5115,나라 왜 이따구야;;,kr,2,1,0,0
5116,담 대통령이 무습다,kr,2,1,0,0
5117,오늘 진로시간에 라이브로 봤는데 반응 개웃겼음ㅋㅋ,kr,2,1,0,0
5118,석열아...인생도 이렇게 살지말라!!한심하니까....여자를 잘못만났어서 니꼴이 뭐냐?좀 꺼져줘라...,kr,2,2,0,0
5119,학교 전체에서 폭탄 터지는 소리 들렸는대 학교전체에서 윤석열 탄핵 라이브 보고있는거였음 ㅋㅋㅋ,kr,2,1,0,0
5120,저 더러운 술주정뱅이 이제 안봐도 되니 소화가 되기 시작함!!!,kr,2,2,0,1
5121,"저희학교 윤석열탄핸됬다고 난리남요..,,",kr,2,0,0,1
5122,아니 저거 라이브 할때 영어듣기평가봐서 못봣긔 ㅜ💀,kr,2,1,0,1
5123,리짜이밍.... GG,kr,2,1,0,0
5124,저희는 기가[기술가정]시간에 봄ㅋㅋ,kr,2,0,0,1
5125,"오늘 6학년 복도에서 ""윤석열 탄핵!!""이라고 외쳐서 목이 다 쉼",kr,2,2,0,0
5126,미술시간에 미술 쌤이 윤석열 탄핵됐다길래 학교 전체에서 환호성 들림,kr,2,1,0,0
5127,수업끝나고 애들이 탄핵!!!!!이러면서 뛰어다님.(나도),kr,2,2,0,0
5128,이거지예~~🥰,kr,2,1,0,0
5129,학교에서 그거 보고 얘들이랑 탄핵이 답이다 거리면서 복도 개 돌아다님 ㅋㅋㅋㅋㅋ,kr,2,3,1,0
5130,1찍 2찍들 서로 지들이 더 낫다면서 나불거리는거 못봐주겠네 ㅋㅋㅋ 니들 다 똑같아 ㅋㅋㅋ,kr,2,1,0,0
5131,저희 저거 학교에서 전교생이랑 같이 봄 ㅡㅋㅋㅋ,kr,2,2,0,2
5132,이재명....,kr,2,1,0,0
5133,그럼이제는 누가 대통령인가..,kr,2,1,1,0
5134,머리좋지 않은 넘 하나가 온나라를 들쑤셔나서 이게뭐냐!,kr,2,1,0,0
5135,"가장 힘든시기엔 나라를 지키는 영웅이 나옵니다
이나라의 영웅들 나라를 지키려 애쓴분들이 오늘에 영웅입니다",kr,2,3,0,0
5136,"집사람 지키려다
나라망친 공처가,,,
민주당도 잘해라
국민들이 바보가 아니다",kr,2,1,0,0
5137,비상계엄 참 잘했다~~ 안그랬으면 오늘같은 탄핵이 없었겠지,kr,2,1,1,0
5138,오늘 제 생일이에요,kr,2,1,0,0
5139,"오늘 저녁 금오산에서 파티함~~
벛꽃도 보고 막걸리에 파전 캬~~♡",kr,2,0,0,1
5140,그때 모두 엎었어야지~ 이제 이 나라는 끝났다!,kr,2,2,1,0
5141,그래.. 차라리 어중간하게 계속 대통령 하는것보다 3시간 계엄 1번하고 나가는게낫지,kr,2,0,1,0
5142,일본 사람입니다.... 혹시 다음은 완전히 반일 대통령이되는건가요??,kr,2,1,0,0
5143,"윤석열 탄핵된거 학교에서 라이브로 보고
기분 째졌음ㅋ",kr,2,1,0,0
5144,만장일치 나이수,kr,2,1,0,0
5145,우리반에서 실시간으로 봤는데 쌤이 정치적중립을지키라면서 환호못하게함....,kr,2,1,0,0
5146,오늘 우리 옆반쌤 뉴스 보고 윤석열 탄핵 이야기 듣고 울었다고 한다,kr,2,1,0,0
5147,비상계엄 선포한지 4달이나 됏다고?........,kr,2,1,0,0
5148,"이번에 탄핵되고 옆반에 언니오빠들 듣기평가라 소리지르지 말라고 하셨는데 탄핵선고 시간이 듣기평가 끝난 시간이라 애들 다"" 됬다!!""이러면서 신나함",kr,2,4,0,0
5149,저장면 라이브로 봤는데 바로 소리지름ㅋㅋㅋㅋㅋㅋㅋ야아아아아아아!!!!예에스!!!,kr,2,1,0,1
5150,나이스ㅋ기,kr,2,1,0,0
5151,"우리 학교도 수업시간에 선생님이랑 마음 졸이면서 ""윤석열은 파면한다."" 이 한마디에 우리에들 난리났음ㅋㅋㅋ",kr,2,3,0,0
5152,오케이,kr,2,1,0,0
5153,근데 이재명 나올거 같은데,kr,2,1,0,0
5154,사회문화 시간때 쌤이 10분만 영상보라고 자유시간주셨는데 그때 파면되었다고 얘들 다 소리지름 ㅋㅋㅋㅋㅋㅋ,kr,2,1,1,0
5155,하 아니 이동수업이었는데 딱 ㅇㄴ😭,kr,2,2,0,0
5156,우리나라도 이제 공산당 나라 되겠노ㅋㅋ,kr,2,1,0,0
5157,2찍이들 또 말바꾸네 ㅋㅋ 인간이하 윤석열도 가능한데 정치고수 이재명은 승승장구지ㅋ,kr,2,3,0,0
5158,응 그래도 이재명은 안됨,kr,2,1,1,0
5159,나중에 이거 교과서에 실릴 것 같다,kr,2,1,0,0
5160,학교에서 쌤이 저거 보여줫는데 옆반 소리지르길래 뭔가 했더니 윤석열 파면 도ㅑㅁ,kr,2,1,0,1
5161,우리는 3학년 영어듣기 치는데 얘들이 탄핵소리듣고 소리질러서 혼남ㅋㅋㅋ,kr,2,1,0,0
5162,저희는 사회시간에 봤는데 애들 반응이 너무 없었음,kr,2,1,0,1
5163,와 나 학교에서 8대0 이라고 했는데 애들이 ㄹㅇ 맞췄다고 소리지름,kr,2,2,0,0
5164,지가 왕인줄ㅋㅋㅋ이제 강빵가자ㅋ전대통령도 말하기싫다ㅋㅋㅋ,kr,2,1,0,0
5165,"계엄 잘했어
안그랬슴 우린 지금도 윤건희 지옥속에서 살았을꺼야
지명을 지가재촉했네 아주~~~잘했어",kr,2,0,1,0
5166,아지매들 여 댓글에 윤석열 대통령님 힘내세요 백퍼이런다 ㅋㅋㅋㅋ,kr,2,1,0,0
5167,님들 그러면 대통령은 누가됌?,kr,2,0,1,0
5168,이거 유튭라방 봤는데 오늘,kr,2,1,0,0
5169,이제 파면이니깐 이재명 대똥령님께서 적화통일 해주실겁니다 화이팅!!!,kr,2,4,0,0
5170,록시 박근혜는 왜그런거에요? 그때 어려서 잘 몰랐음..,kr,2,0,2,0
5171,"국짐의 밑그림도 이제 불탄다
똥줄타겟다",kr,2,1,1,0
5172,윤석열 석방이 남은 인생 마지막 소풍이였네 잘가라,kr,2,2,0,0
5173,나만 그럼? 윤각하 머리카락이 흰머리가 자랐노 시간이 참 빠르죠,kr,2,2,1,0
5174,화이팅하세요,kr,2,1,0,0
5175,"난 솔직히 지금도 떨린다
또 군발이세상에 살뻔한게",kr,2,1,0,0
5176,2찍들은 앞으로 내란수괴 범 이라 불러라 알겠나,kr,2,1,0,0
5177,윤거니 꼴 이제 그만보자!,kr,2,1,1,0
5178,윤정권 이래 가장 상식이 통한 날🙂,kr,2,2,0,0
5179,나이스~~~~ 잘가라아아아아아아아~~~,kr,2,1,0,0
5180,서부지법 폭도들 인생 나락이요^^,kr,2,1,0,0
5181,차수판의 목적이 물을 막는건데 배수구뒤에놓으면 배수구로 들어간물은 어디선가 역류함.....,kr,2,1,0,0
5182,비가얼마나오느냐에 달린거져뭐 높이넘어가믄 무용지물이라 저희도있는데 다넘어와서,kr,2,2,0,1
5183,이제 지상주차장이 한강되겠네!!! ㅋ ㅋ ㅋ,kr,2,2,0,0
5184,차단만하고 그다음은?? 그 물이 고여서 어디로가요?? 후편기다려봅니다,kr,2,1,2,0
5185,그건 알아야죠 차수벽은 허리높이까지 와야 안전한거임. 강남 봤으면 알꺼아녀,kr,2,1,1,0
5186,지하에 물이 들어오면 1차적으로 집수정으로 모여서 수위에 따른 배수펌프가 가동 되는것으로 알고 있습니다 !,kr,2,1,0,0
5187,안잠기도 되는기 아니고 메뉴얼대로하이소~,kr,2,1,0,0
5188,1층이라 바로 배수되는것도 있고 집수정으로 간다해도 배수구에 장갑 쑤셔넣으면됨..끝,kr,2,1,0,0
5189,이제 지하주차장는 이용못함 나가지도 못함,kr,2,2,0,0
5190,아이고 물을 차단하면 어떻게하나요 다른곳에 홍수날텐데요,kr,2,1,0,0
5191,이미 들어오고 차단할게있누?,kr,2,1,0,0
5192,저 마린시티 아파트에 거의 다있음!! 굿,kr,2,0,0,1
5193,그래서 뭐 어쩌라고,kr,2,0,1,0
5194,차단이 중요하기도 하지만 고인물이 다른곳으로 빠져야한다,kr,2,2,0,0
5195,안잠가도 되긴 뭘대요~~소잃고 외양간 고치지말고 용도 있는건 쓰세요 방심하지말고~~그 안해도 된다는 그런 생각때매 일 터집니다 물 고여 풀리면?잠그는데 돈 드낭~,kr,2,0,3,0
5196,배수구를 막고 설치하면 물이 더 빨리 차오르겠네,kr,2,1,0,0
5197,뭔 배수구 뒤쪽이야 배수구는 안막혀있을거같냐 ㅋㅋㅋㅋㅋ 조금씩 배수구로 미는거임 2중 장치임,kr,2,1,0,0
5198,물 고이라고 저러는 거 배수로 까진 넘기던가,kr,2,1,0,1
5199,모자라는것은 답이 없다,kr,2,1,0,0
5200,@ul1 18/10/13 @ailen_19 @Alexis💤 (칼 그라임스 사랑해요) @atajador @Bruno Moreyra @--- 𝓜ailu ♥︎ 𝓝ayeon @--- 𝓒hiari ♥︎ 𝓒haeng @Adann👹🥷🧿🔫,sp,2,0,1,0
0,pero no entiendo xq tanto beef a este hombre? q ha hecho?,sp,1,0,0,0
1,no soy fan de este tio pero y el respeto?,sp,1,0,0,0
2,Bro esos son sabadell,sp,1,0,1,0
3,No me jodas que eso es Sabadell,sp,1,0,1,0
4,no lo entiendo si no le gustan tus vídeos pues q no los vean pero q hagan eso seguro q se ven todos los videos,sp,1,0,1,0
5,y estos chavales de q van? q paso al final,sp,1,1,0,0
6,"xq le tiran cosas , eso habla mucho de como son 👀",sp,1,0,1,0
7,Quien es este tio? Por que el hate?,sp,1,0,0,0
8,me hace eso a mi el de la gorra y se come la lata,sp,1,0,1,0
9,flipo con esta gente de verdad….,sp,1,1,0,0
10,Literalll ya empieza esa epocaa,sp,1,0,1,0
11,Pero tú eres más lindo q esos bulling,sp,1,0,1,0
12,Ellos no tenían que hacerte eso solo eres una persona❤️❤️❤️,sp,1,0,1,0
13,Me lo hacen y le meto la gorra por el culo al gilipolls este vaya mononeuronales hay por las calles,sp,1,0,0,0
14,vale pero y el tío q ha tirado eso 😶,sp,1,0,1,0
15,y esos que?😅,sp,1,0,1,0
16,Veo estas cosas y estos comentarios de chavalines x no decir otra cosa y veo genial que vuelvan a poner la mili xq esas conductas vamos yo tb me considero joven pero tengo la educación antigua 😂,sp,1,2,1,0
17,Porque te tiran eso ?,sp,1,0,1,0
18,porque hay gente que opina que esta bien lanzar cosas? todo bien en casita ?,sp,1,1,0,0
19,k hace tirándole eso io,sp,1,0,1,0
20,pero esos tíos te conocen de algo,sp,1,0,1,0
21,y esos que te an respondido,sp,1,0,1,0
22,le hacen eso a un cubano y se tragan la lata 😭,sp,1,0,1,0
23,y esa gente?😂,sp,1,0,1,0
24,porque hay gente que opina que esta bien lanzar cosas? todo bien en casita ?,sp,1,1,0,0
25,k hace tirándole eso io,sp,1,0,1,0
26,solo con este video ganó más que ellos en un mes,sp,1,0,0,0
27,sink les estas haciendo nada,sp,1,1,0,0
28,Ya pero estas bien?,sp,1,1,0,0
29,Yo a esa edad estaba con la Game Boy y mira ahora,sp,1,0,1,0
30,sink les estas haciendo nada,sp,1,1,0,0
31,Bro esa bandera de atrás 😡😡,sp,1,0,1,0
32,Hermano esos q hacen?,sp,1,0,1,0
33,jajajaja son del mismo combo con esos busos pequeños y corticos,sp,1,0,1,0
34,y esos silvestres que?,sp,1,0,1,0
35,no entiendo como dejas que te falten el respeto de esa manera,sp,1,0,1,0
36,siempre son esos los que buscan pleito jajajajaja,sp,1,0,1,0
37,Mayoría ya dice que en vídeos se los veía juntos. Además el reflejo del escaparate se ve como paran después de salir del vídeo. Si acaban de hacer eso no se irían 🙄. FALTA DE ATENCIÓN,sp,1,0,1,0
38,Bro esa bandera de atrás 😡😡,sp,1,0,1,0
39,pero que hace y este el que te a tirado la lata de que va,sp,1,0,0,0
40,"Ns pero si te fijas en el cristal del final, los chicos estaban parados en fila hasta q empezo a grabar. Esta preparado verdad?",sp,1,0,0,0
41,Por que hacen eso 🥺🥺,sp,1,0,1,0
42,Pues yo creo que son amigos y han dicho de hacer eso para el vídeo y punto que la gente se cree todo,sp,1,0,1,0
43,la vibra de no llevar capas con esta canción 🫶,sp,1,1,0,0
44,Con la actitud del k a tirado eso es una persona k madura para la edad k tiene y bien as echo de pasar de ellos,sp,1,0,1,0
45,solo con este video ganó más que ellos en un mes,sp,1,0,0,0
46,Que onda con esos comentarios tan feos?,sp,1,0,1,0
47,contexto de lo que hizo este chico y por qué tanto hate,sp,1,0,0,0
48,Algún día de estos perdemos a Jordi 😔,sp,1,1,0,0
49,que falta de respeto si no les gusta una persona no es forma de reaccionar eso demuestra la falta de valores y entorno vivido,sp,1,0,1,0
50,Jordi ignoralos que tu comparado con esos eres un rey,sp,1,0,1,0
51,"vamos a ver, vale que este con Karina y que todos la odieis pero no es motivo para tirarle cosas, y menos apoyar a la gente que lo hace, me parece un falta de respeto, estoy contigo Jordi 💕",sp,1,0,0,0
52,Que coño con esa gente😅😅,sp,1,0,1,0
53,que ha pasado estas bien,sp,1,1,0,0
54,"pero ellos ni se ha visto???? , madre mia gente como esa da rabia",sp,1,0,1,0
55,"lo malo es si estas flaco, yo prefiero el invierno por eso",sp,1,1,0,0
56,y esos randoms🤣🤣🤣,sp,1,0,1,0
57,sisisi pero esa puntería todo que ver?,sp,1,0,1,0
58,Que le pasa a esos chicos,sp,1,0,1,0
59,pero el de la gorra de que va qué hace ese tirándote eso quien se cree para tirarte cosas??,sp,1,0,2,0
60,y esos q paso después les dijistes algo we si confirmen,sp,1,0,1,0
61,seguramente esos les tiene envidia a jordi,sp,1,0,1,0
62,qué malos por qué le tiran eso que será el que pasó después,sp,1,0,1,0
63,a los niños esos no los han criado bien,sp,1,0,1,0
64,obviamente las flexiones de la campeona son más hard pero eso no le quita el mérito a Roro,sp,1,0,1,0
65,cheka eso puro cocinarle a Pablo 😼✨,sp,1,0,1,0
66,"Un día a Pablo se le apetecía que la tierra esté lejos del sol, por eso empecé a empujarla.",sp,1,0,1,0
67,"Y eso que a Pablo no le apatecio, si no….",sp,1,0,1,0
68,"Isaías 41:10
No tengas miedo
porqué yo estoy contigo
no te desalientes
porqué yo soy tu dios
te daré fuerzas y te ayudaré. ❤️‍🩹
(copien este recado este lindo recado) 🙏",sp,1,0,0,0
69,Y eso que Roro lo hace con una técnica más pulida 🗿,sp,1,0,1,0
70,no se muy bien el entrenamiento de la otra pero tengo entendido q al tener los brazos así se puede lesionar mientras q roro esta haciendo bien la técnica si me equivoco corrijanme,sp,1,1,0,0
71,jajaja la campeona la esta haciendo casi en arco es mas dificil,sp,1,1,0,0
72,Hay algo que esta mujer no haga bien?????????🥰,sp,1,1,0,0
73,"y el detalle es que roro lo hacía en la posición como se debía hacer, la otra chica, con esa posición que estaba haciendo lastimosamente no hacía mucho en lo que respecta las flexiones",sp,1,0,1,0
74,la tecnica de la campeona del mundo esta mal y con eso no entrenas nd la técnica de roro es la buena cuesta más por que trabajas más y encima hizo más flexiones que la campeona solo digo saludos😁🙂,sp,1,1,1,0
75,"La inalcanzable de TikTok. Roro tiene nuestro respeto, esa mujer se propone algo y lo hace hasta que le sale como ella quiere. 🥹",sp,1,0,1,0
76,por eso dicen el alumno superó al maestro,sp,1,0,1,0
77,es que roto si las esta asiendo bien,sp,1,1,0,0
78,Hay algo que esta mujer no pueda hacer?,sp,1,1,0,0
79,y eso que roro las hizo bien☠️,sp,1,0,1,0
80,roro la esta haciendo bien en cambio la otra hace con los codos fuera y no baja bien roro si,sp,1,1,0,0
81,YO NUNCA PUDE HACER ESO 😭,sp,1,0,0,0
82,Roro es la única que las esta haciendo correctamente,sp,1,1,0,0
83,ya quiero ver esa pelea,sp,1,0,1,0
84,y eso que está haciendo flexiones cerradas,sp,1,0,1,0
85,Roro inventó las flexiones para ganar este concurso,sp,1,0,0,0
86,Roro esta en súper forma🥰🥰🥰,sp,1,1,0,0
87,"Roro tiene los brazos más pegado al cuerpo, eso hace que se canse más por que hace las flexiones con el tricep, y la campeona tiene los brazos más separados, es más fácil hacerlas así",sp,1,0,1,0
88,"@???:Isaías 41:10
No tengas miedo
porqué yo estoy contigo
no te desalientes
porqué yo soy tu dios
te daré fuerzas y te ayudaré. ❤️‍🩹
(copien este recado este lindo recado) 🙏",sp,1,0,0,0
89,Hay cosa que esta mujer no pueda hacer? 😭💗,sp,1,1,0,0
90,quien esta entrenando a quien?,sp,1,1,0,0
91,Hay algo que esta joven no haga bien?,sp,1,1,0,0
92,"y eso que la campeona estaba haciendo con los brazos abiertos, en teoría son más fáciles",sp,1,0,1,0
93,"Roro gano en técnica, repeticiones y hasta en espiritu mira no mas como lucho esa última. UFFF Team Roro🔥",sp,1,0,1,0
94,si se dan cuenta roro lo hace hacia atrás y eso es más difícil 😎,sp,1,0,1,0
95,"ni 30 segundos puedo hacer en la plancha
con este me muero 😭",sp,1,0,0,0
96,de este barco no me bajo,sp,1,0,0,0
97,la posición en la que estas es más complicada que la de la campeona y aun así ganaste andas onfire,sp,1,1,0,0
98,Roro no es de este planeta amo 💖,sp,1,0,0,0
99,"No tengas miedo
porqué yo estoy contigo
no te desalientes
porqué yo soy tu dios
te daré fuerzas y te ayudaré. ❤️‍🩹
(copien este recado este lindo recado) 🙏",sp,1,0,0,0
100,"HAZ ALGO PABLOO, EVITA ESTA MASACREE",sp,1,0,0,0
101,HAY ALGO Q ESTA CHICA NO HAGA BIEN??💗💗💗,sp,1,0,0,0
102,la campeona dejo de bajar completo a la 16 🔥🔥 ya luego no bajaba mas porque si baja no sube. ambas técnicas están bien incluso a mi se me hace más difícil la de roro pero eso es costumbre,sp,1,0,1,0
103,Hola vengo del futuro y vengo a advertir que porfavor detengan esta lucha. antes de que abby le pase algo malo😭,sp,1,1,0,0
104,Miren la paradoja! Roro entreno a su entrenadora para que la entrenara.... Seguro Pablo este detrás de todo esto! 🤣 RIP ABBY,sp,1,0,0,0
105,Hay algo que no haga bien esta mujer?😍,sp,1,1,0,0
106,hay algo que esta mujer no haga bien?,sp,1,1,0,0
107,"Las de roro son más cerradas por ende más fácil de realizar, en cambio la otra es abierta y eso hace que sea más difícil.",sp,1,0,1,0
108,pero esa técnica de roro 😬😬😬 impecable,sp,1,0,1,0
109,Hay algo que esta mujer no pueda hacer?,sp,1,1,0,0
110,hay algo que no sepa hacer esta mujer 🥰?,sp,1,1,0,0
111,Roro esta haciendo con la técnica correcta creo,sp,1,1,0,0
112,hay algo que no sepa hacer esta chica 🥰,sp,1,1,0,0
113,RoRo esta haciendo flexiones mas difíciles,sp,1,1,0,0
114,Hay algo que esta mujer no sepa hacer? 😭,sp,1,1,0,0
115,"RoRo aparte de que hizo mas flexiones, las hizo correctamente, ya que de esa manera trabaja mas los bíceps y antebrazos y su compañera hizo flexiones abiertas, y no es muy recomendable hacerla así.",sp,1,0,1,0
116,Hay algo que esta chica no haga bien?🤔,sp,1,1,0,0
117,Hay algo que esta mujer haga mal??,sp,1,1,0,0
118,"y eso q roro las hizo ""estricta"" la otra no",sp,1,0,1,0
119,roro gano por mucho la chica esa hacia muy mal la técnica a lo ultimo recuerden la técnica si importa,sp,1,0,1,0
120,hay algo que esta mujer no haga bien ? 🥰,sp,1,1,0,0
121,"Roro usando el 1% de su poder, Roro todo latam esta contigo 👍👍",sp,1,1,0,0
122,Roro hizo flexiones que contraen mas el musculo por ende este se fatiga mas rapido que la otra que las hizo abuertas y aun asi hizo menos 💀,sp,1,0,0,0
123,"@???:Isaías 41:10
No tengas miedo
porqué yo estoy contigo
no te desalientes
porqué yo soy tu dios
te daré fuerzas y te ayudaré. ❤️‍🩹
(copien este recado este lindo recado) 🙏",sp,1,0,0,0
124,mis hijos siempre veían esas veladas y la verdad que yo dejaba que disfrutaran de su momento pero esta vez cocinaré algo rico y te juro que me instalaré a ver solo por ti rorro🇨🇱🙏🏻💪🏻🇨🇱,sp,1,1,1,0
125,"Las flexiones de Roro son estrictas, técnica bien hecha ufffff Dios, se nota full entrenamiento para esa técnica hay algo que no pueda hacer 🤔🤔😅😅",sp,1,0,1,0
126,"Es bueno que entrene con una mujer, las mujeres tenemos mas fuerza en tren inferior que superior, por eso la tecnica, resistencia y el efecto de cadena so re importantes en combate femenino.",sp,1,0,1,0
127,La campeona se puede lastimar con esa técnica mal hecha,sp,1,0,1,0
128,roro tuvo mejor tecnica... y esa ejecucion es mas dificil,sp,1,0,1,0
129,no me esperaba esa técnica dios mío,sp,1,0,1,0
130,"y eso que las hizo con mejor técnica 🔥
vamos roro",sp,1,0,1,0
131,nunca veo esas peleas pero esa no me la pierdo por nada 😌 roro🫶,sp,1,0,2,0
132,"Ganó, y eso que sus flexiones están mejor ejecutadas, es perfeccionista la niña",sp,1,0,1,0
133,Oiga si saben q las lagartijas q esta asiendo la campiona son más difíciles,sp,1,1,0,0
134,y encima roro con esa posición de manos lo hizo más difícil 😱😱,sp,1,0,1,0
135,la diferencia es que roro hace las dominadas cn los brazos más cerrados y la otra con los brazos abiertos esa es la diferencia,sp,1,0,1,0
136,"""hoy a Pablo se le ocurrió eso xdd""",sp,1,0,1,0
137,vamos rorooooo 🌹😎 Pablo quiere esa victoria,sp,1,0,1,0
138,buena condiciones tiene Roro yo concosto hago 7 y me caigo aunq ahora ni eso hago 🤣🤣🤣🤣🤣🤣🤰🏻me da miedo resbalarme y golpearme... eso Roro sigue así ❤️✨,sp,1,0,2,0
139,creo Roro no es de este planeta,sp,1,0,0,0
140,Bueno bueno pero esa técnica de roro ufff se nota que le mete con ganas,sp,1,0,1,0
141,si esa es campeona del mundo de boxeo y hace las flexiones así esq ami me están grabando,sp,1,0,1,0
142,si pero el problema es que la otra tiene los brazos más abiertos eso es más cansado pero tú los tienes más cerrados por eso hiciste una más los digo porque ya también lo hago,sp,1,0,2,0
143,la boxeadora esta haciendo flexiones abiertas lo cual son mas faciles de hacer,sp,1,1,0,0
144,hay aby yo creo que era mejor salirse de esa por que si Pablo quiere ese cinturon ya perdiste. 😭,sp,1,0,2,0
145,"EL VERDADERO:TE VOY HACER SINCERO BAKI ,no esculpi estos musculos con el objetivo de pelear.",sp,1,1,0,0
146,y eso solo porque Pablo aún no le dice que se ponga sería,sp,1,0,1,0
147,roro está en su prime realizó calistenia y de esa manera trabaja mejor los músculos,sp,1,0,1,0
148,no es hete pero la campeona al hacer las flexiones tenía que bajar más y eso no eran flexiones normales eran flexiones abiertas,sp,1,0,1,0
149,Solo eso en mi país para ser militar es 60 flexiones en 2 minutos para las damas no creo que esa sea la mejor del mundo,sp,1,0,2,0
150,obviamente la campeona le dio ventaja a roro ya que las flexiones que ella hace son mas dificiles al ser abiertas pero igual esta en una muy buena forma la roro.,sp,1,1,0,0
151,roro esta haciendo flexiones serradas y la otra está haciendo flexiones abiertas,sp,1,1,0,0
152,"tal vez este mal, pero me parece q Roro las hace mejores y con mas tecnica",sp,1,0,0,0
153,las manos de Roro están más juntas eso hace mucho,sp,1,0,1,0
154,"Roro lo hizo con los brazos más juntos, y eso es más difícil 🤔",sp,1,0,1,0
155,y eso que la campeona del mundo de boxeo hizo mal las flexiones 😏,sp,1,0,1,0
156,roro....es excepcional...sabe hacer de todo...hoy esta haciendo un pie de queso mañana esta haciendo una bomba casera 🥰,sp,1,2,0,0
157,roro tiene mas tecnica en las flexiones por eso gano😁😁😁,sp,1,0,1,0
158,ya que Roro lo haga de esa manera es .... uuuff,sp,1,0,1,0
159,"Y eso que roro las hizo estrictas y hasta abajo, y la otra niña super abiertas y no tan abajo,",sp,1,0,1,0
160,Buff una nadadora pierde contra una tenista en una partida de tenis eso quiere decir que la tenista es mejor que ella en la natación?,sp,1,0,1,0
161,roro: a pablo le apetecia q le ganaro a esta chica en flexciones,sp,1,1,0,0
162,"😎 LA RORO OBRA GRANDÍSIMA, ESO HÁBLALO..😏",sp,1,0,0,0
163,Qué no hace bien esta chica? Es la mejor del mundo,sp,1,1,0,0
164,"Hola gente de tik tok, no es por minimizar el esfuerzo de roro ni nada, pero hacer más flexiones que esa otra mujer no es sinónimo de tener la habilidad para dar buenos golpes y con la suficiente ++",sp,1,0,1,0
165,si esa pelea empieza ella diciendo: el dia de hoy a Pablo se le antojó que ganara ya valió la otra 😂🤣🤣🤣,sp,1,0,1,0
166,y eso q Roro bajaba más q la otra...,sp,1,0,1,0
167,"Men que Roro haya dominado las flexiones en tan poco tiempo significa muchas cosas, esta niña lo va lograr todo",sp,1,1,0,0
168,Hay algo que esta chica no haga bien? ✨🫰🏼,sp,1,1,0,0
169,roro la esta dando cerrado y la otra abierta ps obvio que roro le tiene ventaja,sp,1,1,0,0
170,Por qué de repente esta mujer es invencible? 😳👏,sp,1,1,0,0
171,y eso que roro era más estricta las reps,sp,1,0,1,0
172,"largatijas cerradas para concentrar mas el triceps, no recuerdo si eso era mas complicado que el convencional 🤔",sp,1,0,1,0
173,y yo apenas con una o bueno ni para eso llego,sp,1,0,1,0
174,"pero 27 no es nada , igual esta raro que la campeona no pueda hacer mas de 30",sp,1,1,0,0
175,Que esta haciendo galletas con creatina🤣💪,sp,1,1,0,0
176,jajaj yo ago eso y parece que estoy nadando,sp,1,0,1,0
177,"la otra chica esta haciendo mal las flexiones, la forma correcta de poner los brazos es como los tiene roro",sp,1,1,0,0
178,Roro las esta haciendo bien la otra no,sp,1,1,0,0
179,yo algo eso con una mano 🗿,sp,1,0,1,0
180,yo hago 400 flexiones y más rápido esta hace solo 27 😂😂😂,sp,1,1,0,0
181,"yo a esa campeona la conozco, salio en Netflix",sp,1,0,1,0
182,la campeona esta hacienda las flexiones y no dicen nada,sp,1,1,0,0
183,"Isaías 41:10
No tengas miedo
porqué yo estoy contigo
no te desalientes
porqué yo soy tu dios
te daré fuerzas y te ayudaré. ❤️‍🩹
(copien este recado este lindo recado) 🙏",sp,1,0,0,0
184,Vamosssss esa rooroooo a tope💪🏼,sp,1,0,1,0
185,"Esa Roro invencible, este día a Pablo solo se le antojo que le gane, no que la destruya 💪",sp,1,0,0,0
186,"RoRo no está haciendo las flexiones como la campeona, mi pregunta es, eso influye en algo?🤔",sp,1,0,1,0
187,hay algo que esta mujer no haga bien??? #TeamRoRo,sp,1,1,0,0
188,Hay algo que no haga bien esta mujer .!!! ??,sp,1,1,0,0
189,las de roro está bien la de la campeona no osea ay gente q está confundiendo las flexiones abiertas con esa pero las abiertas son con las manos separadas y la de eya esta es torcidas no abiertas ☺️,sp,1,1,1,0
190,Y eso que Roro hizo todas las flexiones hasta abajo y la campeona al final solo hacía media flexión,sp,1,0,1,0
191,"como todo lo que hace roro, sus flexiones estaban bien hechas... ganó este reto por paliza👏👏👏 😍😍😍😘😘",sp,1,0,0,0
192,Yo nunca he podido hacer eso jajajaja,sp,1,0,1,0
193,"existirá alguna cosa que está mujer hermosa no sepa hacer bien?
que bárbara esta mujer❤",sp,1,1,0,0
194,"está bien, pero eso no significa más fuerza si pensamos en que ella es livianita. Cuando yo tenía 13 años hacía 58 flexiones sin parar en 1 minuto, ahora con suerte 30, pero soy el triple de fuerte 😅",sp,1,0,1,0
195,lo que no saben roro esta haciedno flexiones cerraras y eso es un poco mas dificil,sp,1,1,1,0
196,Habrá algo que haga mal esa mujer?,sp,1,0,1,0
197,hay algo que esta mujer no haga bien ?😌,sp,1,1,0,0
198,roro la esta haciendo bien la otra no baja nada y tiene los brazos mal pocicionado increible que no se halla lecionado xd,sp,1,1,0,0
